timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,relative_altitude
041225_04.37.15.852,-0.07200,0.03400,1.00200,0.24500,-0.61300,5.26700,0.27400,0.71700,-1.33500,79.78000,0.00000
041225_04.37.15.863,-0.06900,0.03100,1.01100,0.22800,-0.61300,5.25000,0.27000,0.72200,-1.32700,79.82000,0.04000
041225_04.37.15.875,-0.05500,0.03000,1.01000,0.22800,-0.59500,5.28500,0.27000,0.72200,-1.32700,79.29000,-0.53000
041225_04.37.15.887,-0.06600,0.03200,0.99400,0.22800,-0.61300,5.30300,0.26700,0.72100,-1.32600,79.80000,0.51000
041225_04.37.15.898,-0.05100,0.03400,1.01000,0.24500,-0.61300,5.33800,0.26500,0.71800,-1.33500,79.05000,-0.75000
041225_04.37.15.910,-0.05600,0.03300,1.00500,0.22800,-0.59500,5.33800,0.26300,0.71800,-1.33000,79.53000,0.48000
041225_04.37.15.922,-0.05300,0.02500,1.01100,0.21000,-0.57700,5.35500,0.26300,0.71500,-1.32600,79.59000,0.06000
041225_04.37.15.933,-0.05100,0.02200,1.01600,0.24500,-0.50700,5.37200,0.26000,0.71500,-1.32600,79.32000,-0.27000
041225_04.37.15.945,-0.03800,0.03600,1.01000,0.21000,-0.54300,5.39000,0.26400,0.71400,-1.32700,79.21000,-0.11000
041225_04.37.15.956,-0.05600,0.02300,0.99700,0.19200,-0.50700,5.37200,0.26300,0.71400,-1.33300,78.93000,-0.28000
041225_04.37.15.968,-0.04100,0.03000,1.00900,0.24500,-0.57700,5.40700,0.26700,0.71000,-1.33400,79.78000,0.85000
041225_04.37.15.980,-0.04300,0.03400,0.99800,0.29800,-0.49000,5.44300,0.26700,0.71000,-1.33400,79.35000,-0.43000
041225_04.37.15.991,-0.05300,0.01900,1.02800,0.33300,-0.50700,5.46000,0.26700,0.71600,-1.33300,79.45000,0.10000
041225_04.37.16.003,-0.05400,0.02500,1.02600,0.28000,-0.50700,5.46000,0.27500,0.71600,-1.33900,79.32000,-0.13000
041225_04.37.16.014,-0.05100,0.02100,1.02600,0.28000,-0.64700,5.44300,0.27800,0.71500,-1.33400,79.53000,0.21000
041225_04.37.16.026,-0.04600,0.03000,1.00800,0.24500,-0.54300,5.46000,0.28300,0.71300,-1.33900,79.66000,0.13000
041225_04.37.16.037,-0.06600,0.01700,1.02200,0.28000,-0.56000,5.47700,0.28300,0.71300,-1.33900,78.92000,-0.74000
041225_04.37.16.049,-0.04800,0.02400,1.03200,0.31500,-0.61300,5.47700,0.28300,0.71400,-1.34200,79.17000,0.25000
041225_04.37.16.060,-0.04500,0.02400,1.01800,0.29800,-0.57700,5.47700,0.29200,0.71600,-1.33300,78.95000,-0.22000
041225_04.37.16.072,-0.04500,0.02700,1.03200,0.29800,-0.59500,5.46000,0.28800,0.71300,-1.33800,79.50000,0.55000
041225_04.37.16.083,-0.04400,0.03700,1.00900,0.28000,-0.49000,5.46000,0.28800,0.71300,-1.33800,79.30000,-0.20000
041225_04.37.16.095,-0.03500,0.03600,1.01800,0.29800,-0.61300,5.47700,0.29500,0.70900,-1.33600,79.43000,0.13000
041225_04.37.16.106,-0.03500,0.03200,1.00900,0.28000,-0.52500,5.49500,0.28800,0.71100,-1.33900,79.51000,0.08000
041225_04.37.16.118,-0.03100,0.02400,1.01100,0.24500,-0.45500,5.53000,0.28900,0.71400,-1.33500,79.65000,0.14000
041225_04.37.16.129,-0.03100,0.03300,1.01800,0.29800,-0.35000,5.53000,0.28500,0.71000,-1.32700,79.69000,0.04000
