timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,relative_altitude
041225_04.42.05.077,-0.02400,-0.00200,1.00000,0.07000,-0.12300,-0.01800,0.56300,0.45800,-1.30500,78.77000,0.00000
041225_04.42.05.089,-0.02700,-0.00200,1.00300,0.08700,-0.14000,-0.03500,0.56100,0.46100,-1.30800,79.13000,0.36000
041225_04.42.05.100,-0.02400,-0.00100,1.00300,0.10500,-0.12300,-0.05300,0.56100,0.46100,-1.30800,79.28000,0.15000
041225_04.42.05.112,-0.02500,-0.00200,0.99900,0.08700,-0.12300,-0.03500,0.55800,0.45500,-1.30600,79.32000,0.04000
041225_04.42.05.124,-0.02600,-0.00100,1.00400,0.07000,-0.12300,-0.01800,0.56200,0.46000,-1.31000,78.98000,-0.34000
041225_04.42.05.135,-0.02500,-0.00200,1.00200,0.07000,-0.14000,-0.01800,0.56200,0.45700,-1.31000,79.06000,0.08000
041225_04.42.05.147,-0.02400,0.00000,1.00100,0.10500,-0.14000,-0.03500,0.56300,0.45800,-1.30400,78.43000,-0.63000
041225_04.42.05.159,-0.02600,-0.00200,1.00300,0.08700,-0.14000,-0.03500,0.56300,0.45800,-1.30400,78.69000,0.26000
041225_04.42.05.171,-0.02400,0.00000,1.00100,0.08700,-0.14000,-0.01800,0.56900,0.45400,-1.30900,79.21000,0.52000
041225_04.42.05.183,-0.02500,-0.00100,1.00300,0.08700,-0.14000,-0.01800,0.57100,0.45600,-1.30900,78.48000,-0.73000
041225_04.42.05.194,-0.02600,-0.00200,1.00100,0.10500,-0.15700,-0.01800,0.57700,0.45500,-1.31200,78.95000,0.47000
041225_04.42.05.206,-0.02500,-0.00100,1.00200,0.10500,-0.14000,-0.01800,0.57400,0.45900,-1.31500,79.63000,0.68000
041225_04.42.05.217,-0.02400,-0.00300,1.00500,0.12300,-0.14000,0.00000,0.57400,0.45900,-1.31500,78.00000,-1.63000
041225_04.42.05.229,-0.02500,-0.00100,1.00200,0.10500,-0.14000,-0.03500,0.57800,0.45800,-1.31500,79.44000,1.44000
041225_04.42.05.240,-0.02600,-0.00100,1.00400,0.10500,-0.12300,0.00000,0.57600,0.45600,-1.31100,79.12000,-0.32000
041225_04.42.05.252,-0.02400,-0.00200,1.00100,0.10500,-0.12300,-0.01800,0.57700,0.45600,-1.31500,79.00000,-0.12000
041225_04.42.05.263,-0.02500,-0.00200,1.00400,0.08700,-0.10500,-0.01800,0.57700,0.45600,-1.31500,79.55000,0.55000
041225_04.42.05.274,-0.02600,-0.00100,1.00100,0.10500,-0.10500,0.00000,0.57600,0.45700,-1.31800,78.97000,-0.58000
041225_04.42.05.286,-0.02500,-0.00100,1.00400,0.10500,-0.12300,-0.01800,0.57300,0.45600,-1.31300,78.23000,-0.74000
041225_04.42.05.298,-0.02500,-0.00000,1.00300,0.10500,-0.14000,-0.01800,0.57400,0.45800,-1.31300,78.68000,0.45000
041225_04.42.05.309,-0.02400,-0.00100,0.99900,0.08700,-0.12300,-0.01800,0.57000,0.45700,-1.31000,79.84000,1.16000
041225_04.42.05.321,-0.02500,-0.00100,1.00500,0.08700,-0.12300,-0.03500,0.57000,0.45700,-1.31000,79.22000,-0.62000
041225_04.42.05.332,-0.02500,-0.00100,1.00200,0.08700,-0.14000,-0.03500,0.56900,0.45700,-1.30900,78.97000,-0.25000
041225_04.42.05.343,-0.02300,-0.00000,1.00100,0.08700,-0.12300,-0.01800,0.56800,0.45900,-1.30600,78.84000,-0.13000
041225_04.42.05.355,-0.02600,-0.00200,1.00400,0.12300,-0.12300,-0.03500,0.56300,0.45800,-1.30200,79.10000,0.26000
041225_04.42.05.366,-0.02400,-0.00000,1.00200,0.08700,-0.14000,-0.01800,0.56500,0.45900,-1.30500,78.85000,-0.25000
041225_04.42.05.378,-0.02500,-0.00200,1.00200,0.08700,-0.12300,-0.01800,0.56500,0.45900,-1.30500,78.47000,-0.38000
041225_04.42.05.389,-0.02400,-0.00100,1.00000,0.07000,-0.10500,-0.03500,0.56000,0.46000,-1.30600,79.43000,0.96000
041225_04.42.05.401,-0.02600,-0.00200,1.00400,0.07000,-0.12300,-0.01800,0.56100,0.45600,-1.30800,79.61000,0.18000
041225_04.42.05.412,-0.02500,-0.00200,1.00100,0.07000,-0.12300,-0.03500,0.55900,0.45700,-1.30600,79.03000,-0.58000
041225_04.42.05.424,-0.02500,-0.00200,1.00300,0.08700,-0.12300,-0.01800,0.55900,0.45700,-1.30600,79.07000,0.04000
041225_04.42.05.435,-0.02500,-0.00200,1.00300,0.08700,-0.12300,-0.01800,0.56000,0.45800,-1.31100,78.86000,-0.21000
041225_04.42.05.447,-0.02400,-0.00300,1.00100,0.05300,-0.12300,-0.01800,0.56500,0.45600,-1.31300,79.28000,0.42000
041225_04.42.05.458,-0.02500,-0.00200,1.00400,0.07000,-0.10500,-0.03500,0.56900,0.45900,-1.30800,79.61000,0.33000
041225_04.42.05.470,-0.02500,-0.00200,1.00100,0.08700,-0.12300,-0.03500,0.57200,0.45700,-1.31500,78.56000,-1.05000
041225_04.42.05.481,-0.02300,-0.00200,1.00000,0.10500,-0.12300,-0.01800,0.57200,0.45700,-1.31500,78.76000,0.20000
041225_04.42.05.493,-0.02400,-0.00300,1.00300,0.08700,-0.12300,-0.01800,0.57500,0.45200,-1.31600,79.09000,0.33000
041225_04.42.05.505,-0.02300,-0.00000,1.00200,0.10500,-0.12300,-0.01800,0.57500,0.45200,-1.31200,79.12000,0.03000
041225_04.42.05.516,-0.02500,-0.00200,1.00300,0.10500,-0.12300,-0.01800,0.58000,0.45700,-1.31900,79.14000,0.02000
041225_04.42.05.528,-0.02400,-0.00200,1.00200,0.12300,-0.12300,-0.03500,0.57700,0.45400,-1.31500,78.95000,-0.19000
